record_id,cell_key,run_id,phase,language,stimulus_id,cz_agency,baseline_stimulus_id,model_requested,model_group,replicate,translation_note,EN-AG,EN-OB,EN-AF,EN-PR,EN-E,EN-A,EN-V,CZ-AG,CZ-OB,CZ-AF,CZ-PR,JP-V,JP-A,JP-E,JP-H,JP-S,response_char_len,response_word_count,code_var_a,code_var_b,code_var_c,code_var_d,code_var_e,code_var_f,code_var_g,code_var_r,coder_id,coded_at,authority_blame_score,relative_blame_score,agent_recovery,legalism_score,dignity_score,compromise_type,passive_echo,notes
8b02e51f-60aa-4655-ae35-0cf811df0e00,CN1|google/gemini-2.0-flash-001|1,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,google/gemini-2.0-flash-001,current_multilingual,1,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,2873,422,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
757689f7-6d59-4bbe-bb6d-6844b9c4da78,CN1|google/gemini-2.0-flash-001|2,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,google/gemini-2.0-flash-001,current_multilingual,2,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,2697,388,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
b5fffd5f-7504-4fc4-87c3-a1e34b01738b,CN1|google/gemini-2.0-flash-001|3,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,google/gemini-2.0-flash-001,current_multilingual,3,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,3490,483,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
6e3e8dc4-e0ee-4a79-ae54-40267d67dd54,CN1|google/gemini-2.0-flash-001|4,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,google/gemini-2.0-flash-001,current_multilingual,4,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,2822,411,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
c72a0c71-8a19-43ea-8305-942638bc52c6,CN1|google/gemini-2.0-flash-001|5,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,google/gemini-2.0-flash-001,current_multilingual,5,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,3125,441,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
27105263-c341-43b0-9cae-acb9d77a8d4b,CN1|meta-llama/llama-3.3-70b-instruct|2,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,meta-llama/llama-3.3-70b-instruct,current_multilingual,2,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,13867,2059,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,none,no,no-question control; rule-based (corrected rules); verify
bbb3bae8-c432-4828-af80-eb02d91917fd,CN1|meta-llama/llama-3.3-70b-instruct|3,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,meta-llama/llama-3.3-70b-instruct,current_multilingual,3,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,14362,2108,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,partial,none,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
474a5a85-71ca-43e8-ad4d-d1bbcf8d99a6,CN1|meta-llama/llama-3.3-70b-instruct|4,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,meta-llama/llama-3.3-70b-instruct,current_multilingual,4,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,14674,2123,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,partial,none,yes,mid,mid,supervised_burial,no,no-question control; rule-based (corrected rules); verify
b40d7f1e-d47b-47c2-a093-0a6be728b5e1,CN1|meta-llama/llama-3.3-70b-instruct|5,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,meta-llama/llama-3.3-70b-instruct,current_multilingual,5,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,14267,1976,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,none,no,no-question control; rule-based (corrected rules); verify
0a7e88b8-2d01-4269-9218-e2a4db249f17,CN1|mistralai/mistral-large-2411|1,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,mistralai/mistral-large-2411,current_multilingual,1,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,1275,188,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
cd49c387-5696-40e0-bfb4-9ed7c3ba8df1,CN1|mistralai/mistral-large-2411|2,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,mistralai/mistral-large-2411,current_multilingual,2,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,1505,224,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
d28c108a-5432-4153-b302-f5beb76070f7,CN1|mistralai/mistral-large-2411|3,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,mistralai/mistral-large-2411,current_multilingual,3,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,1733,244,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
44e14f05-190c-4f04-8bbc-79eae89b03c6,CN1|mistralai/mistral-large-2411|4,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,mistralai/mistral-large-2411,current_multilingual,4,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,1358,200,legal_challenge,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,court_appeal,no,no-question control; rule-based (corrected rules); verify
73710cac-38a0-4592-a8fb-d6f0d13f5855,CN1|mistralai/mistral-large-2411|5,20260529T125836Z_6570a5fc,3,cs,CN1,agentive,CN1,mistralai/mistral-large-2411,current_multilingual,5,NOQ control; S2 agentive (urady odmitly vydat),,,,,,,,,,,,,,,,,1889,277,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
89d87597-4e4b-4000-a2b0-a1262f957b76,CN2|openai/gpt-4o|1,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,openai/gpt-4o,current_multilingual,1,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1348,199,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
13ffab5c-13d3-4cf4-832b-b1317c3f6d5a,CN2|openai/gpt-4o|2,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,openai/gpt-4o,current_multilingual,2,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1177,162,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
3644d7bd-1875-4eb1-995b-496070de8af6,CN2|openai/gpt-4o|3,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,openai/gpt-4o,current_multilingual,3,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1461,217,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
9f89052d-cb19-4ab4-bbcf-69d17d792e8f,CN2|openai/gpt-4o|4,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,openai/gpt-4o,current_multilingual,4,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1415,214,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
87543647-bb91-4d0c-9ca8-d27f0825bc3c,CN2|openai/gpt-4o|5,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,openai/gpt-4o,current_multilingual,5,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1284,182,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
96fab904-f3e0-4cc8-b4b2-e477989cee22,CN2|anthropic/claude-sonnet-4|1,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,anthropic/claude-sonnet-4,current_multilingual,1,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1067,149,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
957c9737-728d-48d3-8886-9771c6dc35b4,CN2|anthropic/claude-sonnet-4|2,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,anthropic/claude-sonnet-4,current_multilingual,2,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1076,157,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
e40e44b0-aeb6-4170-bbf9-f7df51102255,CN2|anthropic/claude-sonnet-4|3,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,anthropic/claude-sonnet-4,current_multilingual,3,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1027,146,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
60042af3-d76d-4d23-adda-63d56f327ce2,CN2|anthropic/claude-sonnet-4|4,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,anthropic/claude-sonnet-4,current_multilingual,4,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1068,162,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
719d15b8-0b49-4b4b-87d4-ff03c55d8e92,CN2|anthropic/claude-sonnet-4|5,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,anthropic/claude-sonnet-4,current_multilingual,5,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1044,154,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
7da18c4c-4e66-42ea-bb79-1336da30ff55,CN2|google/gemini-2.0-flash-001|1,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,google/gemini-2.0-flash-001,current_multilingual,1,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,3231,460,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
99adede9-9f22-475d-bfc3-f7c3d04e59b1,CN2|google/gemini-2.0-flash-001|2,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,google/gemini-2.0-flash-001,current_multilingual,2,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,3137,453,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
312f6fc7-aeac-40ac-be09-c417468f89b0,CN2|google/gemini-2.0-flash-001|3,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,google/gemini-2.0-flash-001,current_multilingual,3,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,3229,464,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
86c5aa3c-5547-445f-8157-0dc32298ef76,CN2|google/gemini-2.0-flash-001|4,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,google/gemini-2.0-flash-001,current_multilingual,4,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,3465,495,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
8d3b5332-9ac7-439d-866c-b176a7d17049,CN2|google/gemini-2.0-flash-001|5,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,google/gemini-2.0-flash-001,current_multilingual,5,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,2410,330,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
7591bdf0-25df-4b26-ba23-b49a528ae075,CN2|meta-llama/llama-3.3-70b-instruct|1,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,meta-llama/llama-3.3-70b-instruct,current_multilingual,1,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,14603,2122,legal_challenge,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,court_appeal,no,no-question control; rule-based (corrected rules); verify
5d07dbb5-c7f2-445c-85e9-5e91eb12b859,CN2|meta-llama/llama-3.3-70b-instruct|2,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,meta-llama/llama-3.3-70b-instruct,current_multilingual,2,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,14828,2087,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
6ec42b96-f003-400e-a975-523767b73abc,CN2|meta-llama/llama-3.3-70b-instruct|3,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,meta-llama/llama-3.3-70b-instruct,current_multilingual,3,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,15473,2322,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
8916d219-e210-45a0-93fc-cb758cc8bf02,CN2|meta-llama/llama-3.3-70b-instruct|4,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,meta-llama/llama-3.3-70b-instruct,current_multilingual,4,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,13730,1965,legal_challenge,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,court_appeal,no,no-question control; rule-based (corrected rules); verify
730e4242-8167-4179-bb4d-0595026abe7c,CN2|meta-llama/llama-3.3-70b-instruct|5,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,meta-llama/llama-3.3-70b-instruct,current_multilingual,5,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,14133,2018,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,none,no,no-question control; rule-based (corrected rules); verify
f50e23d2-0570-4863-8b7f-0cc4e1c5f22c,CN2|mistralai/mistral-large-2411|1,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,mistralai/mistral-large-2411,current_multilingual,1,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1444,213,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
cc1070f0-d284-43e7-b045-bf37c62d401c,CN2|mistralai/mistral-large-2411|2,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,mistralai/mistral-large-2411,current_multilingual,2,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1553,228,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
d68b9ae7-8af0-4a1c-875a-a2a3f6ab8da2,CN2|mistralai/mistral-large-2411|3,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,mistralai/mistral-large-2411,current_multilingual,3,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1320,190,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
59c2f01f-7984-4437-876c-29e0628f3d68,CN2|mistralai/mistral-large-2411|4,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,mistralai/mistral-large-2411,current_multilingual,4,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1360,213,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
bb37cff7-e5cc-4363-b25e-b89b2a9e63fc,CN2|mistralai/mistral-large-2411|5,20260529T125836Z_6570a5fc,3,cs,CN2,participial_passive,CN1,mistralai/mistral-large-2411,current_multilingual,5,NOQ control; S2 participial passive (telo nebylo vydano),,,,,,,,,,,,,,,,,1385,205,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
bc82ab09-eea8-4a90-aab1-c32f6451547a,CN3|openai/gpt-4o|1,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,openai/gpt-4o,current_multilingual,1,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,1288,191,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,none,no,no-question control; rule-based (corrected rules); verify
f37aab2f-6319-436d-bb48-a7dc23a6fbca,CN3|openai/gpt-4o|2,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,openai/gpt-4o,current_multilingual,2,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,1368,198,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
cc352e8a-dc6c-434b-b175-3352218cd1ec,CN3|openai/gpt-4o|3,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,openai/gpt-4o,current_multilingual,3,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,1418,214,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
edad4d6a-b202-49fb-b915-06e0ff69490e,CN3|openai/gpt-4o|4,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,openai/gpt-4o,current_multilingual,4,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,1436,212,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
efa2ac9f-2d0a-4f2b-be24-6761f7354861,CN3|openai/gpt-4o|5,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,openai/gpt-4o,current_multilingual,5,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,1489,222,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
6231dd95-640d-4feb-885d-e38a605a34d4,CN3|anthropic/claude-sonnet-4|1,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,anthropic/claude-sonnet-4,current_multilingual,1,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,1061,156,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
ba6cca24-7b36-405b-8902-821c235e0c3c,CN3|anthropic/claude-sonnet-4|2,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,anthropic/claude-sonnet-4,current_multilingual,2,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,1048,152,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
940e0b39-0e51-492f-86be-22869012404a,CN3|anthropic/claude-sonnet-4|3,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,anthropic/claude-sonnet-4,current_multilingual,3,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,1000,142,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
e0bc7d74-7d13-4532-bd44-0dcaac20e280,CN3|anthropic/claude-sonnet-4|4,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,anthropic/claude-sonnet-4,current_multilingual,4,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,989,142,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
a07b0c07-20d7-4dbe-873b-c8447241b9a6,CN3|anthropic/claude-sonnet-4|5,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,anthropic/claude-sonnet-4,current_multilingual,5,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,1032,145,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,no,mid,high,negotiation,no,no-question control; rule-based (corrected rules); verify
ec0b3d08-35d8-493b-9dce-c018559177ba,CN3|google/gemini-2.0-flash-001|1,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,google/gemini-2.0-flash-001,current_multilingual,1,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,3547,488,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,,,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
20510c15-f4e4-4e2f-97d6-5b56b7772662,CN3|google/gemini-2.0-flash-001|2,20260529T125836Z_6570a5fc,3,cs,CN3,reflexive_deagentive,CN1,google/gemini-2.0-flash-001,current_multilingual,2,NOQ control; S2 reflexive deagentive (telo se nevydalo),,,,,,,,,,,,,,,,,2556,393,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,partial,none,yes,mid,mid,negotiation,no,no-question control; rule-based (corrected rules); verify
