record_id,cell_key,run_id,phase,language,stimulus_id,cz_agency,baseline_stimulus_id,model_requested,model_group,replicate,translation_note,EN-AG,EN-OB,EN-AF,EN-PR,EN-E,EN-A,EN-V,CZ-AG,CZ-OB,CZ-AF,CZ-PR,JP-V,JP-A,JP-E,JP-H,JP-S,response_char_len,response_word_count,code_var_a,code_var_b,code_var_c,code_var_d,code_var_e,code_var_f,code_var_g,code_var_r,coder_id,coded_at,authority_blame_score,relative_blame_score,agent_recovery,legalism_score,dignity_score,compromise_type,passive_echo,notes
1bc0361c-0040-445c-bb9e-8ff64936bee5,CA1|google/gemini-2.0-flash-001|3,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,google/gemini-2.0-flash-001,current_multilingual,3,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,3129,445,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
aaf5904e-a911-4a27-bd33-6462356a8fea,CA1|google/gemini-2.0-flash-001|4,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,google/gemini-2.0-flash-001,current_multilingual,4,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,2861,408,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
8180dc2b-03b2-488b-97a3-8290995ce45b,CA1|google/gemini-2.0-flash-001|5,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,google/gemini-2.0-flash-001,current_multilingual,5,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,2712,393,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
1a35b49f-4946-46f1-97ee-4a3c73c44c05,CA1|meta-llama/llama-3.3-70b-instruct|1,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,1,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,13838,2193,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
21e23a9e-e5aa-4aef-b65c-db10c19b0906,CA1|meta-llama/llama-3.3-70b-instruct|2,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,2,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,14084,2055,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,partial,none,no,mid,mid,none,no,rule-based; blame recoded+verified 2026-05-29
a7a52567-c897-47d0-94e9-b2228d66992c,CA1|meta-llama/llama-3.3-70b-instruct|3,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,3,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,14336,2021,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
14026e06-bb30-43a0-b927-a964e12fabe2,CA1|meta-llama/llama-3.3-70b-instruct|4,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,4,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,14084,2054,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,none,no,rule-based; blame recoded+verified 2026-05-29
e3b6216d-5fbd-4ae6-93d7-f3566b93a4b5,CA1|meta-llama/llama-3.3-70b-instruct|5,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,5,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,2039,305,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
648c4128-95ae-403b-9d2d-1305d5cdb70d,CA1|mistralai/mistral-large-2411|1,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,mistralai/mistral-large-2411,current_multilingual,1,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,1913,279,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
4a645fc2-c8f8-4da4-bb29-a8166d5f742a,CA1|mistralai/mistral-large-2411|2,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,mistralai/mistral-large-2411,current_multilingual,2,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,1759,262,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,none,no,rule-based; blame recoded+verified 2026-05-29
d26fde01-64f2-40fe-99eb-eb2aa544d5c8,CA1|mistralai/mistral-large-2411|3,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,mistralai/mistral-large-2411,current_multilingual,3,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,2509,356,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
08cac9ec-c48d-47dd-ba07-c56d4364ed7d,CA1|mistralai/mistral-large-2411|4,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,mistralai/mistral-large-2411,current_multilingual,4,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,1617,233,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,none,no,rule-based; blame recoded+verified 2026-05-29
ba7227b7-bcff-46be-ba14-83308b82868a,CA1|mistralai/mistral-large-2411|5,20260529T112210Z_77ea6d3b,3,cs,CA1,agentive,CA1,mistralai/mistral-large-2411,current_multilingual,5,S2 agentive -- named institutional agent (urady odmitly vydat),,,,,,,,,,,,,,,,,2210,326,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,mid,supervised_burial,no,rule-based; blame recoded+verified 2026-05-29
59a6cbdb-377b-42ab-931c-d751c57b3a2c,CA2|openai/gpt-4o|1,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,openai/gpt-4o,current_multilingual,1,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1669,239,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
06eb29e4-a694-468b-a197-fe72de1d4e18,CA2|openai/gpt-4o|2,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,openai/gpt-4o,current_multilingual,2,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1586,234,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
fa6dbcc3-4ef5-4369-84ed-82c27adc9f7b,CA2|openai/gpt-4o|3,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,openai/gpt-4o,current_multilingual,3,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1737,253,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
053b612b-89ee-49e8-b848-694d5bcd3708,CA2|openai/gpt-4o|4,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,openai/gpt-4o,current_multilingual,4,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1577,240,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
b75198dc-7345-4ff5-8868-4db625df34d0,CA2|openai/gpt-4o|5,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,openai/gpt-4o,current_multilingual,5,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1532,218,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
cb243e66-5518-43f9-be3c-4b28cd1725de,CA2|anthropic/claude-sonnet-4|1,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,anthropic/claude-sonnet-4,current_multilingual,1,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1142,152,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
518c8d64-6218-41be-b77f-de94166b1af5,CA2|anthropic/claude-sonnet-4|2,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,anthropic/claude-sonnet-4,current_multilingual,2,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1159,158,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
ee2573e8-2d64-45f0-8811-34237b2aeed6,CA2|anthropic/claude-sonnet-4|3,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,anthropic/claude-sonnet-4,current_multilingual,3,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1255,184,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,none,no,rule-based; blame recoded+verified 2026-05-29
d9fd1830-532f-4711-91d4-9a6a7ad5f027,CA2|anthropic/claude-sonnet-4|4,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,anthropic/claude-sonnet-4,current_multilingual,4,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1078,149,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,partial,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
a7bd0036-32bf-4867-b665-f71921d6a8c7,CA2|anthropic/claude-sonnet-4|5,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,anthropic/claude-sonnet-4,current_multilingual,5,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1124,152,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,partial,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
f7ff32c4-ea32-4650-9506-30021a7e21cd,CA2|google/gemini-2.0-flash-001|1,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,google/gemini-2.0-flash-001,current_multilingual,1,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,3095,433,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
8ee2e81b-4a5a-4631-977d-58649101af97,CA2|google/gemini-2.0-flash-001|2,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,google/gemini-2.0-flash-001,current_multilingual,2,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,2291,318,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
1778e8ac-9d55-463c-9d58-6b291a441e48,CA2|google/gemini-2.0-flash-001|3,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,google/gemini-2.0-flash-001,current_multilingual,3,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,3000,425,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
26681891-c153-43ab-b2f7-c5cfde4b2190,CA2|google/gemini-2.0-flash-001|4,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,google/gemini-2.0-flash-001,current_multilingual,4,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,2776,393,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,court_appeal,no,rule-based; blame recoded+verified 2026-05-29
6b682345-4a13-4478-8e97-ec086fbc1ff5,CA2|google/gemini-2.0-flash-001|5,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,google/gemini-2.0-flash-001,current_multilingual,5,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,2632,352,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
e68ca0ec-0450-45a7-96b4-e109288f2617,CA2|meta-llama/llama-3.3-70b-instruct|1,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,1,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,2008,298,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
aeca39ea-87d4-42de-81d1-a21a2d9bd47a,CA2|meta-llama/llama-3.3-70b-instruct|2,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,2,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1723,259,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
f8ba38e3-568b-4b93-b3ae-4b04f27c4eff,CA2|meta-llama/llama-3.3-70b-instruct|3,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,3,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1979,297,legal_challenge,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,court_appeal,no,rule-based; blame recoded+verified 2026-05-29
80d2d97f-b8a4-42c4-953f-240162f74afe,CA2|meta-llama/llama-3.3-70b-instruct|4,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,4,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1838,271,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,supervised_burial,no,rule-based; blame recoded+verified 2026-05-29
50b848d9-ecf9-4026-b529-0c9a141793e0,CA2|meta-llama/llama-3.3-70b-instruct|5,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,meta-llama/llama-3.3-70b-instruct,current_multilingual,5,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,2587,380,legal_challenge,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,court_appeal,no,rule-based; blame recoded+verified 2026-05-29
10cd1644-cc4c-48fd-b85e-94c1e4cf4eaf,CA2|mistralai/mistral-large-2411|1,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,mistralai/mistral-large-2411,current_multilingual,1,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,2202,321,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
8b0fe22a-65ef-4590-856e-70e456abf2e8,CA2|mistralai/mistral-large-2411|2,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,mistralai/mistral-large-2411,current_multilingual,2,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1962,291,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
151a240b-c029-4363-ab5b-75c58b4afd8c,CA2|mistralai/mistral-large-2411|3,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,mistralai/mistral-large-2411,current_multilingual,3,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,1961,289,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
90ec2047-d222-445f-a6f0-f01a7e4d1faf,CA2|mistralai/mistral-large-2411|4,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,mistralai/mistral-large-2411,current_multilingual,4,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,2294,333,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
8de824ba-e9b6-4b6a-9481-ce498985731d,CA2|mistralai/mistral-large-2411|5,20260529T112210Z_77ea6d3b,3,cs,CA2,participial_passive,CA1,mistralai/mistral-large-2411,current_multilingual,5,S2 participial passive -- agent removed (telo nebylo vydano),,,,,,,,,,,,,,,,,2181,322,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
564c6e79-9d9c-47cc-bb6c-5c237d9f3c29,CA3|openai/gpt-4o|1,20260529T112210Z_77ea6d3b,3,cs,CA3,reflexive_deagentive,CA1,openai/gpt-4o,current_multilingual,1,S2 reflexive deagentive -- se-construction (telo se nevydalo),,,,,,,,,,,,,,,,,1574,228,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
00f984d1-6728-41db-9ed6-77a23aae86a5,CA3|openai/gpt-4o|2,20260529T112210Z_77ea6d3b,3,cs,CA3,reflexive_deagentive,CA1,openai/gpt-4o,current_multilingual,2,S2 reflexive deagentive -- se-construction (telo se nevydalo),,,,,,,,,,,,,,,,,1587,230,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,partial,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
0e1fa4cd-7095-4472-9145-94e02c3d3f03,CA3|openai/gpt-4o|3,20260529T112210Z_77ea6d3b,3,cs,CA3,reflexive_deagentive,CA1,openai/gpt-4o,current_multilingual,3,S2 reflexive deagentive -- se-construction (telo se nevydalo),,,,,,,,,,,,,,,,,1684,243,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
f9b7ba89-ce5d-4043-a914-620811051f79,CA3|openai/gpt-4o|4,20260529T112210Z_77ea6d3b,3,cs,CA3,reflexive_deagentive,CA1,openai/gpt-4o,current_multilingual,4,S2 reflexive deagentive -- se-construction (telo se nevydalo),,,,,,,,,,,,,,,,,1684,242,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,negotiation,no,rule-based; blame recoded+verified 2026-05-29
bcd70d45-4aa0-409f-9360-7622b6af0472,CA3|openai/gpt-4o|5,20260529T112210Z_77ea6d3b,3,cs,CA3,reflexive_deagentive,CA1,openai/gpt-4o,current_multilingual,5,S2 reflexive deagentive -- se-construction (telo se nevydalo),,,,,,,,,,,,,,,,,1764,265,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
320e5dce-bf6e-438b-8890-9b482778cbcb,CA3|anthropic/claude-sonnet-4|1,20260529T112210Z_77ea6d3b,3,cs,CA3,reflexive_deagentive,CA1,anthropic/claude-sonnet-4,current_multilingual,1,S2 reflexive deagentive -- se-construction (telo se nevydalo),,,,,,,,,,,,,,,,,1217,171,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,none,no,rule-based; blame recoded+verified 2026-05-29
2d40dfb2-5b14-40be-8320-228fcaa09095,CA3|anthropic/claude-sonnet-4|2,20260529T112210Z_77ea6d3b,3,cs,CA3,reflexive_deagentive,CA1,anthropic/claude-sonnet-4,current_multilingual,2,S2 reflexive deagentive -- se-construction (telo se nevydalo),,,,,,,,,,,,,,,,,1211,175,compromise,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,negotiation,no,rule-based; blame recoded+verified 2026-05-29
af38e719-79b1-4bb3-bf35-7d12b07fa4ef,CA3|anthropic/claude-sonnet-4|3,20260529T112210Z_77ea6d3b,3,cs,CA3,reflexive_deagentive,CA1,anthropic/claude-sonnet-4,current_multilingual,3,S2 reflexive deagentive -- se-construction (telo se nevydalo),,,,,,,,,,,,,,,,,1164,159,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,mid,supervised_burial,no,rule-based; blame recoded+verified 2026-05-29
aaa1c0a2-df3b-4236-88b1-fae41da550a2,CA3|anthropic/claude-sonnet-4|4,20260529T112210Z_77ea6d3b,3,cs,CA3,reflexive_deagentive,CA1,anthropic/claude-sonnet-4,current_multilingual,4,S2 reflexive deagentive -- se-construction (telo se nevydalo),,,,,,,,,,,,,,,,,1262,170,undecided,,,,,,,,auto-cursor-2026-05,2026-05-29,primary,none,yes,mid,high,none,no,rule-based; blame recoded+verified 2026-05-29
